0	C	M0	4	0	226141
0	C	M1	5	0	268567
0	C	M2	6	0	215991
0	C	M3	7	0	414698
0	C	M4	8	0	105602
0	C	M5	9	0	211374
0	C	M6	10	0	336304
0	C	M7	11	0	184156
0	C	M8	12	0	468526
0	C	M9	13	0	232824
0	C	M10	14	0	264020
0	C	M11	15	0	376553
0	C	M12	16	0	495924
0	C	M13	17	0	139567
0	C	M14	18	0	100314
0	C	M15	19	0	371717
0	C	M16	20	0	347823
0	C	M17	21	0	447365
0	C	M18	22	0	362193
0	C	M19	23	0	170019
0	C	M20	24	0	134627
0	C	M21	25	0	227672
0	C	M22	26	0	313805
0	C	M23	27	0	441856
0	C	M24	28	0	300481
0	C	M25	29	0	311317
0	C	M26	30	0	454076
0	C	M27	31	0	126857
0	C	M28	32	0	411017
0	C	M29	33	0	411814
0	C	M30	34	0	128342
0	C	M31	35	0	377834
0	C	M32	36	0	189322
0	C	M33	37	0	241305
0	C	M34	38	0	372915
0	C	M35	39	0	427188
0	C	M36	40	0	228485
0	C	M37	41	0	439247
3600	C	M38	4	0	312438
3600	C	M39	5	0	455594
3600	C	M40	6	0	140592
3600	C	M41	7	0	135900
3600	C	M42	8	0	431911
3600	C	M43	9	0	139177
3600	C	M44	10	0	266966
3600	C	M45	11	0	413314
3600	C	M46	12	0	365343
3600	C	M47	13	0	421297
3600	C	M48	14	0	378779
3600	C	M49	15	0	102213
3600	C	M50	16	0	228508
3600	C	M51	17	0	177300
3600	C	M52	18	0	489437
3600	C	M53	19	0	265643
3600	C	M54	20	0	292724
3600	C	M55	21	0	131257
3600	C	M56	22	0	246967
3600	C	M57	23	0	104210
3600	C	M58	24	0	247015
3600	C	M59	25	0	122509
3600	C	M60	26	0	343967
3600	C	M61	27	0	426029
3600	C	M62	28	0	326925
3600	C	M63	29	0	349576
3600	C	M64	30	0	284719
3600	C	M65	31	0	297757
3600	C	M66	32	0	187886
3600	C	M67	33	0	205783
3600	C	M68	34	0	389377
3600	C	M69	35	0	450088
3600	C	M70	36	0	311984
3600	C	M71	37	0	275372
3600	C	M72	38	0	458931
3600	C	M73	39	0	168984
